order_id,order_time,user_id,product_id,channel,province,city,quantity,unit_price,discount_amount,pay_amount,order_status,pay_type
SO20260601000248,2026-06-01 11:39:42,U048268,P00140,微信小程序,重庆市,重庆市,1,288.32,61.54,226.78,已支付,支付宝
SO20260601000248,2026-06-01 11:39:42,U048268,P00143,微信小程序,重庆市,重庆市,0,3149.96,0.00,3149.96,已支付,支付宝
SO20260601000249,2026-06-01 10:12:06,U026517,P00188,PC商城,安徽省,合肥市,1,6482.84,1163.95,5318.89,已完成,花呗
SO20260601000250,2026-06-01 11:10:57,U004074,P00182,微信小程序,江苏省,南通市,2,1162.35,0.00,2324.70,已完成,支付宝
SO20260601000251,2026-06-01 18:34:09,U006635,P00002,微信小程序,广东省,珠海市,1,5973.23,648.70,5324.53,已完成,银行卡
SO20260601000252,2026-06-01 08:00:10,U057619,P00088,京东自营,上海市,上海市,1,857.03,0.00,857.03,已完成,银行卡
SO20260601000252,2026-06-01 08:00:10,U057619,P00044,京东自营,上海市,上海市,1,6297.21,0.00,6297.21,已完成,银行卡
SO20260601000252,2026-06-01 08:00:10,U057619,P00102,京东自营,上海市,上海市,1,4622.15,494.36,4127.79,已完成,银行卡
SO20260601000253,2026-06-01 12:40:08,U032946,P00173,京东自营,河南省,新乡市,1,657.08,0.00,657.08,已完成,微信支付
SO20260601000253,2026-06-01 12:40:08,U032946,P00040,京东自营,河南省,新乡市,1,5657.45,0.00,5657.45,已完成,微信支付
SO20260601000254,2026-06-01 14:03:55,U015688,P00141,微信小程序,江苏省,常州市,1,2579.35,0.00,2579.35,已支付,花呗
SO20260601000255,2026-06-01 08:59:40,U029652,P00083,APP商城,江苏省,无锡市,1,83.72,0.00,83.72,已完成,支付宝
SO20260601000255,2026-06-01 08:59:40,U029652,P00107,APP商城,江苏省,无锡市,1,317.24,0.00,317.24,已完成,支付宝
SO20260601000256,2026-06-01 09:57:14,U027541,P00114,APP商城,浙江省,金华市,2,344.98,161.18,528.78,已完成,微信支付
SO20260601000256,2026-06-01 09:57:14,U027541,P00136,APP商城,浙江省,金华市,2,511.38,76.04,946.72,已完成,微信支付
SO20260601000257,2026-06-01 19:29:26,U006227,P00112,微信小程序,浙江省,金华市,2,6790.04,2249.13,11330.95,已完成,支付宝
SO20260601000258,2026-06-01 18:41:51,U002050,P00022,APP商城,重庆市,重庆市,1,142.34,12.17,130.17,待付款,支付宝
SO20260601000259,2026-06-01 20:19:44,U042448,P00137,APP商城,浙江省,温州市,1,171.39,0.00,171.39,已取消,花呗
SO20260601000260,2026-06-01 16:10:57,U007813,P00083,天猫旗舰店,上海市,上海市,1,81.94,17.70,64.24,已完成,支付宝
SO20260601000260,2026-06-01 16:10:57,U007813,P00093,天猫旗舰店,上海市,上海市,2,644.68,0.00,1289.36,已完成,支付宝
SO20260601000260,2026/06/01 16:10,U007813,P00063,天猫旗舰店,上海市,上海市,1,1250.69,200.25,1050.44,已完成,支付宝
SO20260601000261,2026-06-01 02:57:27,U027671,P00185,APP商城,江西省,南昌市,2,928.44,194.08,1662.80,已完成,支付宝
SO20260601000262,2026-06-01 20:12:44,U009985,P00066,微信小程序,湖北省,武汉市,1,303.58,0.00,303.58,已完成,微信支付
SO20260601000262,2026-06-01 20:12:44,U009985,P00108,微信小程序,湖北省,,4,2322.56,0.00,9290.24,已完成,微信支付
SO20260601000262,2026-06-01 20:12:44,U009985,P00057,微信小程序,湖北省,武汉市,1,168.48,23.51,199.04,已完成,微信支付
SO20260601000263,2026-06-01 18:19:10,U054413,P00064,京东自营,湖南省,长沙市,1,7873.43,1968.06,5905.37,已完成,微信支付
SO20260601000264,2026-06-01 21:26:42,U007948,P00015,PC商城,福建省,泉州市,1,1152.37,0.00,1152.37,已支付,微信支付
SO20260601000264,2026-06-01 21:26:42,U007948,P00042,PC商城,福建省,泉州市,2,3250.50,0.00,6501.00,已支付,微信支付
SO20260601000265,2026/06/01 09:25,U027849,P00121,微信小程序,广东省,广州市,3,259.83,0.00,779.49,已支付,微信支付
SO20260601000266,2026-06-01 07:10:41,U005673,P00101,微信小程序,山东省,潍坊市,3,579.33,123.64,1614.35,已完成,货到付款
SO20260601000267,2026/06/01 14:06,U048108,P00064,PC商城,湖南省,长沙市,1,8317.83,0.00,8317.83,待付款,支付宝
SO20260601000267,2026-06-01 14:06:01,U048108,P00117,PC商城,湖南省,长沙市,1,310.58,0.00,310.58,待付款,支付宝
SO20260601000267,2026-06-01 14:06:01,U048108,P00109,PC商城,湖南省,长沙市,2,1954.30,335.69,3572.91,待付款,支付宝
SO20260601000268,2026-06-01 14:00:23,U058658,P00178,APP商城,河南省,南阳市,1,65.05,8.81,56.24,已完成,银行卡
SO20260601000269,2026-06-01 01:34:18,U049450,P00132,微信小程序,河北省,唐山市,1,1035.32,162.71,872.61,已完成,支付宝
SO20260601000269,2026-06-01 01:34:18,U049450,P00060,微信小程序,河北省,唐山市,3,297.17,52.68,838.83,已完成,支付宝
SO20260601000270,2026-06-01 20:01:15,U044553,P00175,天猫旗舰店,河南省,新乡市,1,313.65,0.00,313.65,已完成,支付宝
SO20260601000271,2026-06-01 19:17:22,U007605,P00100,APP商城,四川省,绵阳市,1,1567.45,0.00,1567.45,已完成,支付宝
SO20260601000271,2026-06-01 19:17:22,U007605,P00108,APP商城,四川省,绵阳市,2,4787.92,0.00,9575.84,已完成,支付宝
SO20260601000272,2026-06-01 14:14:43,U015993,P00180,APP商城,浙江省,宁波市,1,619.20,106.55,512.65,已支付,支付宝
SO20260601000272,2026-06-01 14:14:43,U015993,P00195,APP商城,浙江省,宁波市,1,104.83,0.00,104.83,已支付,支付宝
SO20260601000273,2026-06-01 16:46:14,U042120,P00125,APP商城,浙江省,温州市,1,1574.26,0.00,1574.26,已完成,支付宝
SO20260601000274,2026-06-01 17:01:37,U048307,P00091,京东自营,江苏省,苏州市,2,844.62,386.94,1302.30,已完成,银行卡
SO20260601000274,2026-06-01 17:01:37,U048307,P00040,京东自营,江苏省,苏州市,1,4681.89,0.00,4681.89,已完成,银行卡
SO20260601000275,2026-06-01 13:00:35,U050809,P00127,京东自营,湖北省,襄阳市,1,294.44,0.00,294.44,待付款,微信支付
SO20260601000276,2026-06-01 20:58:23,U014047,P00067,天猫旗舰店,湖北省,宜昌市,1,688.64,0.00,688.64,已完成,银行卡
SO20260601000276,2026-06-01 20:58:23,U014047,P00144,天猫旗舰店,湖北省,宜昌市,1,6618.41,0.00,6618.41,已完成,银行卡
SO20260601000276,2026-06-01 20:58:23,U014047,P00041,天猫旗舰店,湖北省,宜昌市,1,810.60,74.73,735.87,已完成,银行卡
SO20260601000277,2026-06-01T14:39:11,U041473,P00018,微信小程序,重庆市,重庆市,1,264.55,0.00,264.55,待付款,支付宝
SO20260601000278,2026-06-01 14:58:47,U031118,P00052,京东自营,山东省,济南市,1,62.77,0.00,62.77,已完成,支付宝
SO20260601000279,2026-06-01T14:01:26,U017414,P00122,京东自营,山东省,临沂市,3,29.52,0.00,88.56,已完成,支付宝
SO20260601000279,2026-06-01 14:01:26,U017414,P00147,京东自营,山东省,临沂市,1,901.52,0.00,901.52,已完成,支付宝
SO20260601000279,2026-06-01 14:01:26,U017414,P00185,京东自营,山东省,临沂市,1,410.78,0.00,410.78,已完成,支付宝
SO20260601000280,2026-06-01 15:58:16,U007611,P00122,微信小程序,山西省,太原市,1,930.91,101.05,829.86,已完成,支付宝
SO20260601000280,2026-06-01 15:58:16,U007611,P00041,微信小程序,山西省,太原市,5,167.64,0.00,838.20,已完成,支付宝
SO20260601000280,2026-06-01 15:58:16,U007611,P00094,微信小程序,山西省,太原市,1,343.39,0.00,343.39,已完成,支付宝
SO20260601000281,2026-06-01 20:09:27,U019099,P00097,APP商城,江西省,赣州市,1,1168.97,166.06,1002.91,已完成,微信支付
SO20260601000281,2026-06-01 20:09:27,U019099,P00179,APP商城,江西省,赣州市,1,6471.70,1405.89,5065.81,已完成,微信支付
SO20260601000281,2026-06-01 20:09:27,U019099,P00050,APP商城,江西省,赣州市,2,4614.31,2247.15,6981.47,已完成,微信支付
SO20260601000282,2026-06-01T10:26:28,U055639,P00147,天猫旗舰店,河北省,唐山市,1,32.15,6.81,25.34,已完成,支付宝
SO20260601000282,2026-06-01 10:26:28,U055639,P00062,天猫旗舰店,河北省,唐山市,1,465.74,0.00,465.74,已完成,支付宝
SO20260601000283,2026-06-01 10:19:55,U054463,P00014,微信小程序,河北省,唐山市,1,4582.98,695.89,3887.09,已支付,花呗
SO20260601000283,2026-06-01 10:19:55,U054463,P00140,微信小程序,河北省,唐山市,1,1968.74,0.00,1968.74,已支付,花呗
SO20260601000284,2026-06-01 19:37:09,U025299,P00004,天猫旗舰店,广东省,深圳市,1,7765.30,0.00,7765.30,已完成,微信支付
SO20260601000284,2026-06-01 19:37:09,U025299,P00158,天猫旗舰店,广东省,深圳市,4,1039.43,0.00,4157.72,已完成,微信支付
SO20260601000285,2026-06-01 21:58:43,U046812,P00110,天猫旗舰店,四川省,宜宾市,1,124.30,0.00,124.30,已完成,微信支付
SO20260601000285,2026-06-01 21:58:43,U046812,P00092,天猫旗舰店,四川省,宜宾市,1,2492.23,0.00,2492.23,已完成,微信支付
SO20260601000286,2026-06-01 21:48:51,U024419,P00051,PC商城,湖南省,湘潭市,2,6663.28,1298.47,12028.09,已完成,银行卡
SO20260601000286,2026/06/01 21:48,U024419,P00063,PC商城,湖南省,湘潭市,1,34.22,7.34,26.88,已完成,银行卡
SO20260601000286,2026-06-01 21:48:51,U024419,P00020,PC商城,湖南省,湘潭市,1,4834.43,818.15,4016.28,已完成,银行卡
SO20260601000287,2026-06-01 05:30:28,U018276,P00012,PC商城,重庆市,重庆市,5,672.91,366.40,2998.15,已完成,微信支付
SO20260601000287,2026-06-01 05:30:28,U018276,P00126,PC商城,重庆市,重庆市,1,4150.52,0.00,4150.52,已完成,微信支付
SO20260601000287,2026-06-01 05:30:28,U018276,P00112,PC商城,重庆市,重庆市,1,238.84,0.00,238.84,已完成,微信支付
SO20260601000288,2026-06-01 22:02:05,U050715,P00002,APP商城,江苏省,无锡市,1,273.41,0.00,273.41,已完成,支付宝
SO20260601000288,2026-06-01 22:02:05,U050715,P00002,APP商城,江苏省,无锡市,1,273.41,0.00,273.41,已完成,支付宝
SO20260601000288,2026-06-01 22:02:05,U050715,P00015,APP商城,江苏省,无锡市,1,6371.82,0.00,6371.82,已完成,支付宝
SO20260601000288,2026-06-01 22:02:05,U050715,P00158,APP商城,江苏省,无锡市,1,4239.70,497.83,3741.87,已完成,支付宝
SO20260601000289,2026-06-01 22:51:20,U059667,P00170,PC商城,山东省,潍坊市,1,403.17,0.00,403.17,待付款,微信支付
SO20260601000289,2026-06-01 22:51:20,U059667,P00170,PC商城,山东省,潍坊市,1,403.17,0.00,403.17,待付款,微信支付
SO20260601000289,2026-06-01 22:51:20,U059667,P00085,PC商城,山东省,潍坊市,1,2215.91,148.17,2067.74,待付款,微信支付
SO20260601000289,2026-06-01 22:51:20,U059667,P00131,PC商城,山东省,潍坊市,1,1148.04,128.10,1019.94,待付款,微信支付
SO20260601000290,2026-06-01T08:20:59,U029430,P00118,PC商城,河南省,洛阳市,1,330.55,0.00,330.55,已完成,银行卡
SO20260601000291,2026-06-01 18:29:37,U023288,P00129,PC商城,山东省,青岛市,1,742.44,0.00,742.44,已完成,微信支付
SO20260601000292,2026/06/01 00:50,U021090,P00013,APP商城,浙江省,杭州市,1,1206.73,232.60,974.13,已支付,银行卡
SO20260601000292,2026-06-01 00:50:32,U021090,P00040,APP商城,浙江省,杭州市,1,398.56,0.00,398.56,已支付,银行卡
SO20260601000292,2026-06-31 10:00:00,U021090,P00081,APP商城,浙江省,杭州市,1,100.11,9.45,90.66,已支付,银行卡
SO20260601000293,2026-06-01 19:12:55,U025521,P00046,APP商城,陕西省,西安市,2,6448.51,1983.64,10913.38,已支付,支付宝
SO20260601000293,2026-06-01 19:12:55,U025521,P00008,APP商城,陕西省,西安市,1,169.61,0.00,169.61,已支付,支付宝
SO20260601000293,invalid_time,U025521,P00134,APP商城,陕西省,西安市,1,491.81,0.00,491.81,已支付,支付宝
SO20260601000294,2026-06-31 10:00:00,U012504,P00064,APP商城,河南省,郑州市,2,63.29,12.51,114.07,已完成,货到付款
SO20260601000294,2026-06-01T12:55:34,U012504,P00091,APP商城,河南省,郑州市,1,350.23,45.57,304.66,已完成,货到付款
SO20260601000295,2026-06-01 23:12:19,U048116,P00116,PC商城,河南省,洛阳市,2,752.35,0.00,1504.70,已完成,微信支付
SO20260601000295,2026-06-01 23:12:19,U048116,P00149,PC商城,河南省,洛阳市,1,5331.40,300.60,5030.80,已完成,微信支付
SO20260601000296,2026-06-01 12:07:46,U019768,P00117,天猫旗舰店,浙江省,金华市,2,368.16,158.01,578.31,待付款,花呗
SO20260601000297,2026-06-01 11:48:53,U052469,P00105,微信小程序,四川省,宜宾市,1,6356.11,0.00,6356.11,已完成,微信支付
SO20260601000297,2026/06/01 11:48,U052469,P00058,微信小程序,四川省,宜宾市,1,1130.84,96.80,1034.04,已完成,微信支付
SO20260601000298,2026-06-01T08:12:23,U033221,P00034,京东自营,浙江省,嘉兴市,1,1097.10,217.27,879.83,已完成,银行卡
SO20260601000298,2026-06-01 08:12:23,U033221,P00187,京东自营,浙江省,嘉兴市,4,8052.94,0.00,32211.76,已完成,银行卡
SO20260601000298,2026/06/01 08:12,U033221,P00071,京东自营,浙江省,嘉兴市,1,236.96,16.83,220.13,已完成,银行卡
SO20260601000299,2026-06-01T17:16:04,U012993,P00159,微信小程序,山东省,济南市,1,2165.83,287.14,1878.69,已取消,花呗
SO20260601000299,2026-06-01 17:16:04,U012993,P00037,微信小程序,山东省,济南市,2,290.27,122.69,457.85,已取消,花呗
SO20260601000300,2026/06/01 11:29,U041373,P00183,PC商城,广东省,东莞市,1,1070.05,0.00,1070.05,已完成,支付宝
SO20260601000300,2026-06-01 11:29:28,U041373,P00136,PC商城,广东省,东莞市,1,2079.43,0.00,2079.43,已完成,支付宝
SO20260601000300,2026-06-01 11:29:28,U041373,P00058,PC商城,广东省,东莞市,1,5533.43,0.00,5533.43,已完成,支付宝
SO20260601000301,2026-06-01 20:31:49,U053668,P00001,APP商城,安徽省,合肥市,2,289.14,0.00,578.28,已完成,微信支付
SO20260601000301,2026/06/01 20:31,U053668,P00007,APP商城,安徽省,合肥市,1,3858.38,887.03,2971.35,已完成,微信支付
SO20260601000302,2026-06-01 11:52:40,U036186,P00155,天猫旗舰店,江苏省,苏州市,2,859.20,0.00,1718.40,已完成,银行卡
SO20260601000302,2026/06/01 11:52,U036186,P00191,天猫旗舰店,江苏省,苏州市,1,196.63,0.00,196.63,已完成,银行卡
SO20260601000303,2026-06-01 19:18:00,U014618,P00115,京东自营,湖南省,湘潭市,1,541.49,91.22,450.27,已完成,银行卡
SO20260601000303,2026-06-01 19:18:00,U014618,P00110,京东自营,湖南省,湘潭市,2,6606.24,2732.25,10480.23,已完成,银行卡
SO20260601000303,2026-06-01 19:18:00,U014618,P00085,京东自营,湖南省,湘潭市,2,42.66,5.65,79.67,已完成,银行卡
SO20260601000304,2026-06-01 12:38:59,U040108,P00133,微信小程序,江西省,赣州市,2,192.86,0.00,385.72,已完成,微信支付
SO20260601000304,2026-06-01 12:38:59,U040108,P00123,微信小程序,江西省,赣州市,1,777.30,0.00,777.30,已完成,微信支付
SO20260601000304,2026-06-01 12:38:59,U040108,P00003,微信小程序,江西省,赣州市,1,1201.23,0.00,1201.23,已完成,微信支付
SO20260601000305,2026-06-01 22:13:23,U007865,P00046,微信小程序,北京市,北京市,1,272.15,0.00,272.15,已完成,银行卡
SO20260601000305,2026-06-01 22:13:23,U007865,P00021,微信小程序,北京市,北京市,1,6423.55,0.00,6423.55,已完成,银行卡
SO20260601000305,2026-06-01 22:13:23,U007865,P00048,微信小程序,北京市,北京市,1,75.69,7.60,68.09,已完成,银行卡
SO20260601000306,2026-06-01 14:14:47,U014380,P00086,京东自营,浙江省,温州市,1,300.79,0.00,300.79,已支付,支付宝
SO20260601000306,2026/06/01 14:14,U014380,P00172,京东自营,浙江省,温州市,1,169.24,10.86,158.38,已支付,支付宝
SO20260601000307,2026-06-01 18:10:14,U047833,P00180,APP商城,辽宁省,沈阳市,1,4672.27,612.88,4059.39,待付款,微信支付
SO20260601000308,2026-06-01 12:09:41,U002678,P00085,APP商城,安徽省,合肥市,1,54.55,12.73,41.82,已完成,支付宝
SO20260601000308,2026-06-01 12:09:41,U002678,P00052,APP商城,安徽省,合肥市,2,398.42,0.00,796.84,已完成,支付宝
SO20260601000309,2026-06-01 11:30:04,U036146,P00077,APP商城,湖南省,湘潭市,1,783.37,0.00,783.37,已完成,微信支付
SO20260601000310,2026-06-01 14:55:02,U024233,P00118,微信小程序,湖北省,宜昌市,1,330.02,22.04,307.98,已完成,微信支付
SO20260601000310,2026-06-01 14:55:02,U024233,P00092,微信小程序,湖北省,宜昌市,1,226.54,50.42,176.12,已完成,微信支付
SO20260601000310,2026-06-01 14:55:02,U024233,P00089,微信小程序,湖北省,宜昌市,1,838.53,0.00,838.53,已完成,微信支付
SO20260601000311,2026-06-01 17:38:07,U036202,P00057,APP商城,上海市,上海市,1,135.26,7.02,128.24,已完成,微信支付
SO20260601000311,2026-06-01 17:38:07,U036202,P00114,APP商城,上海市,上海市,1,969.60,205.40,764.20,已完成,微信支付
SO20260601000311,2026-06-01 17:38:07,U036202,P00014,APP商城,上海市,上海市,2,1664.71,0.00,3329.42,已完成,微信支付
SO20260601000312,2026-06-01 19:21:58,U052576,P00028,微信小程序,,哈尔滨市,1,312.02,0.00,312.02,已完成,支付宝
SO20260601000312,2026-06-01 19:21:58,U052576,P00121,微信小程序,黑龙江省,哈尔滨市,1,1508.70,80.99,1427.71,已完成,支付宝
SO20260601000312,2026-06-01 19:21:58,U052576,P00137,微信小程序,黑龙江省,哈尔滨市,2,5179.74,0.00,10359.48,已完成,支付宝
SO20260601000313,2026-06-01 14:51:44,U048556,P00001,APP商城,辽宁省,沈阳市,3,4354.81,0.00,13064.43,已完成,支付宝
SO20260601000314,2026-06-01 10:45:27,U030208,P00133,APP商城,广东省,珠海市,1,163.46,0.00,163.46,已完成,花呗
SO20260601000314,2026-06-01 10:45:27,U030208,P00072,APP商城,广东省,珠海市,2,142.99,36.33,249.65,已完成,花呗
SO20260601000314,2026-06-01 10:45:27,U030208,P00061,APP商城,广东省,珠海市,1,704.11,0.00,704.11,已完成,花呗
SO20260601000315,2026-06-01 06:46:37,U024250,P00135,APP商城,广东省,东莞市,1,2159.99,416.67,1743.32,已完成,支付宝
SO20260601000316,2026-06-01 12:14:25,U058572,P00032,APP商城,四川省,绵阳市,3,337.23,0.00,1011.69,已完成,支付宝
SO20260601000317,2026-06-01 21:48:00,U039431,P00197,微信小程序,山西省,太原市,3,5041.47,904.43,14219.98,已完成,支付宝
SO20260601000317,2026-06-01 21:48:00,U039431,P00034,微信小程序,山西省,太原市,1,3064.61,0.00,3064.61,已完成,支付宝
SO20260601000317,2026-06-01 21:48:00,U039431,P00061,微信小程序,山西省,太原市,1,126.73,28.04,98.69,已完成,支付宝
SO20260601000318,2026-06-01 13:04:12,U049342,P00024,PC商城,山东省,潍坊市,1,1195.74,74.05,1121.69,已支付,微信支付
SO20260601000319,2026-06-01 07:41:12,U059414,P00030,京东自营,江苏省,常州市,2,6546.93,0.00,13093.86,已完成,花呗
SO20260601000320,2026-06-01 17:09:20,U042312,P00167,PC商城,浙江省,宁波市,1,1853.22,0.00,1853.22,待付款,微信支付
SO20260601000321,2026-06-01 19:48:53,U047581,P00040,微信小程序,广东省,佛山市,1,3895.49,0.00,3895.49,已完成,货到付款
SO20260601000321,2026-06-01 19:48:53,U047581,P00084,微信小程序,广东省,佛山市,1,541.14,0.00,541.14,已完成,货到付款
SO20260601000322,2026-06-01 13:01:47,U001394,P00138,天猫旗舰店,陕西省,西安市,1,271.84,0.00,271.84,已完成,货到付款
SO20260601000323,2026-06-01 07:55:47,U015717,P00195,微信小程序,河南省,洛阳市,1,4099.24,0.00,4099.24,已支付,微信支付
SO20260601000324,2026-06-01 14:05:32,U025690,P00104,APP商城,北京市,北京市,1,852.64,200.39,652.25,已完成,支付宝
SO20260601000325,2026-06-01 17:29:25,U052963,P00077,PC商城,湖南省,株洲市,2,986.39,0.00,1972.78,已完成,支付宝
SO20260601000326,2026-06-01 17:04:06,U013997,P00143,APP商城,四川省,成都市,2,1010.18,0.00,2020.36,已完成,微信支付
SO20260601000326,2026-06-01 17:04:06,U013997,P00079,APP商城,四川省,成都市,2,3729.59,1097.16,6362.02,已完成,微信支付
SO20260601000326,2026-06-01 17:04:06,U013997,P00138,APP商城,四川省,成都市,1,204.52,23.35,181.17,已完成,微信支付
SO20260601000327,2026-06-01 19:16:26,U024681,P00016,微信小程序,河北省,石家庄市,1,198.63,0.00,198.63,已完成,花呗
SO20260601000327,2026-06-01 19:16:26,U024681,P00076,微信小程序,河北省,石家庄市,1,165.74,15.53,150.21,已完成,花呗
SO20260601000328,2026-06-01 09:59:33,U022732,P00197,APP商城,上海市,上海市,1,6816.11,1388.30,5427.81,已完成,支付宝
SO20260601000329,2026-06-01 08:18:32,U020744,P00077,APP商城,河南省,洛阳市,1,854.53,68.28,786.25,已完成,支付宝
SO20260601000330,2026/06/01 15:56,U037231,P00065,PC商城,辽宁省,大连市,1,145.17,0.00,145.17,已完成,货到付款
SO20260601000330,2026-06-01 15:56:19,U037231,P00140,PC商城,辽宁省,大连市,2,960.38,0.00,1920.76,已完成,货到付款
SO20260601000330,2026-06-01 15:56:19,U037231,P00163,PC商城,辽宁省,大连市,1,329.38,34.18,295.20,已完成,货到付款
SO20260601000331,2026-06-01 19:04:09,U020822,P00133,APP商城,山东省,济南市,1,380.48,57.83,322.65,已退款,花呗
SO20260601000331,2026/06/01 19:04,U020822,P00140,APP商城,山东省,济南市,1,240.02,0.00,240.02,已退款,花呗
SO20260601000332,2026-06-01 16:06:56,U008435,P00110,微信小程序,浙江省,金华市,2,304.91,0.00,609.82,已完成,银行卡
SO20260601000333,2026-06-01 05:59:03,U055893,P00123,PC商城,江苏省,南通市,1,307.33,0.00,307.33,已完成,支付宝
SO20260601000334,2026-06-01 13:58:58,U019524,P00099,PC商城,山东省,潍坊市,3,2229.69,442.09,6246.98,待付款,支付宝
SO20260601000334,2026-06-01 13:58:58,U019524,P00106,PC商城,山东省,潍坊市,2,658.49,0.00,1316.98,待付款,支付宝
SO20260601000335,2026-06-01 21:00:30,U004528,P00113,APP商城,福建省,厦门市,1,104.78,25.19,79.59,已完成,微信支付
SO20260601000335,2026-06-01 21:00:30,U004528,P00026,APP商城,福建省,厦门市,1,428.93,64.53,364.40,已完成,微信支付
SO20260601000336,2026-06-01 08:58:03,U002970,P00098,微信小程序,陕西省,咸阳市,1,1253.05,149.89,1103.16,已完成,支付宝
SO20260601000336,2026-06-01 08:58:03,U002970,P00037,微信小程序,陕西省,咸阳市,5,3555.17,0.00,17775.85,已完成,支付宝
SO20260601000337,2026-06-01T10:59:37,U022665,P00019,天猫旗舰店,黑龙江省,哈尔滨市,2,840.74,140.37,1541.11,已支付,微信支付
SO20260601000337,2026-06-01 10:59:37,U022665,P00066,天猫旗舰店,黑龙江省,哈尔滨市,2,2143.33,817.42,3469.24,已支付,
SO20260601000337,2026/06/01 10:59,U022665,P00018,天猫旗舰店,,哈尔滨市,1,117.96,15.25,102.71,已支付,微信支付
SO20260601000338,2026-06-01 09:39:53,U018118,P00134,PC商城,江苏省,南通市,1,739.13,0.00,739.13,已完成,支付宝
SO20260601000339,2026-06-01 10:34:46,U045785,P00163,天猫旗舰店,江苏省,,1,4021.61,350.13,3671.48,已完成,微信支付
SO20260601000340,2026-06-01 19:05:48,U056373,P00064,APP商城,四川省,德阳市,1,573.52,0.00,573.52,已完成,支付宝
SO20260601000340,2026-06-01 19:05:48,U056373,P00151,APP商城,四川省,德阳市,1,828.76,0.00,828.76,已完成,支付宝
SO20260601000341,2026-06-01 17:02:28,U052958,P00002,京东自营,湖南省,长沙市,1,1138.67,0.00,1138.67,已完成,银行卡
SO20260601000342,2026-06-01 09:01:42,U053793,P00031,天猫旗舰店,陕西省,咸阳市,1,499.85,0.00,499.85,已完成,支付宝
SO20260601000343,2026-06-01 09:32:30,U049967,P00136,天猫旗舰店,广东省,佛山市,3,679.84,230.63,1808.89,已支付,花呗
SO20260601000343,2026-06-01 09:32:30,U049967,P00058,天猫旗舰店,广东省,佛山市,1,883.39,0.00,883.39,已支付,花呗
SO20260601000344,2026-06-01 10:28:16,U022427,P00003,天猫旗舰店,广东省,东莞市,1,98.62,18.86,79.76,已完成,微信支付
SO20260601000344,2026-06-01 10:28:16,U022427,P00155,天猫旗舰店,广东省,东莞市,1,518.96,81.74,437.22,已完成,微信支付
SO20260601000344,2026-06-01 10:28:16,U022427,P00113,天猫旗舰店,广东省,东莞市,2,359.15,0.00,718.30,已完成,微信支付
SO20260601000345,2026-06-01 22:36:40,U013734,P00107,天猫旗舰店,上海市,上海市,1,1199.03,0.00,1199.03,已完成,支付宝
SO20260601000346,2026/06/01 07:10,U018168,P00019,PC商城,北京市,北京市,1,62.04,7.09,54.95,已退款,微信支付
SO20260601000347,2026-06-01 19:25:13,U003677,P00157,天猫旗舰店,湖北省,宜昌市,1,49.48,0.00,49.48,已完成,支付宝
SO20260601000348,2026-06-01 10:33:46,U045344,P00109,APP商城,广东省,珠海市,1,303.26,67.39,235.87,已完成,支付宝
SO20260601000348,2026-06-01 10:33:46,U045344,P00163,APP商城,广东省,珠海市,1,532.83,0.00,532.83,已完成,支付宝
SO20260601000348,2026-06-01 10:33:46,U045344,P00027,APP商城,广东省,珠海市,1,5203.22,0.00,5203.22,已完成,支付宝
SO20260601000349,2026-06-01 16:11:46,U023809,P00068,APP商城,浙江省,嘉兴市,1,1214.91,0.00,1214.91,已退款,支付宝
SO20260601000350,2026-06-01 01:49:49,U002712,P00033,APP商城,浙江省,温州市,1,344.55,34.82,309.73,待付款,微信支付
SO20260601000350,2026-06-01 01:49:49,U002712,P00163,APP商城,浙江省,温州市,2,1820.61,0.00,3641.22,待付款,微信支付
SO20260601000350,2026-06-01 01:49:49,U002712,P00172,APP商城,浙江省,温州市,2,596.66,0.00,1193.32,待付款,微信支付
SO20260601000351,2026/06/01 17:23,U021679,P00032,APP商城,湖南省,湘潭市,1,59.90,0.00,59.90,已支付,微信支付
SO20260601000352,2026-06-01 09:58:02,U016096,P00032,APP商城,江苏省,南通市,1,238.94,52.34,186.60,已完成,微信支付
SO20260601000353,2026-06-01 08:35:00,U001505,P00110,京东自营,广东省,佛山市,4,8994.19,0.00,35976.76,已完成,微信支付
SO20260601000354,2026-06-01T23:46:35,U004562,P00121,PC商城,江西省,赣州市,2,238.89,82.90,394.88,已完成,支付宝
SO20260601000355,2026-06-01 16:59:09,U054123,P00180,天猫旗舰店,河南省,郑州市,2,786.88,0.00,1573.76,已支付,支付宝
SO20260601000355,2026-06-01 16:59:09,U054123,P00147,天猫旗舰店,河南省,郑州市,5,2487.50,1270.36,11167.14,已支付,支付宝
SO20260601000355,2026-06-01 16:59:09,U054123,P00024,天猫旗舰店,河南省,郑州市,1,119.83,0.00,119.83,已支付,支付宝
SO20260601000356,2026-06-01 11:17:09,U052037,P00024,APP商城,四川省,德阳市,2,8272.38,2341.37,14203.39,已完成,银行卡
SO20260601000356,2026-06-01 11:17:09,U052037,P00140,APP商城,四川省,德阳市,1,526.72,56.88,469.84,已完成,银行卡
SO20260601000356,2026-06-01 11:17:09,U052037,P00011,APP商城,四川省,德阳市,1,277.77,53.31,224.46,已完成,银行卡
SO20260601000357,2026-06-01 17:18:46,U030376,P00072,APP商城,山东省,济南市,1,311.04,0.00,311.04,已取消,支付宝
